device,videoName,luminanceReduction,bitrate,Power
BrandA-Model1,gameplay_4k_10s_luminance_60,5,4500,34.82
BrandA-Model1,timescapes_4k_8s_luminance_100,5,4500,39.28
BrandA-Model1,tos_4k_10s_luminance_120,5,4500,51.8
BrandA-Model1,tos_4k_10s_luminance_80,5,4500,34.56
BrandA-Model2,gameplay_4k_10s_luminance_60,5,4500,38.78
BrandA-Model2,timescapes_4k_8s_luminance_100,5,4500,43.339999999999996
BrandA-Model2,tos_4k_10s_luminance_120,5,4500,55.279999999999994
BrandA-Model2,tos_4k_10s_luminance_80,5,4500,38.32
BrandA-Model3,gameplay_4k_10s_luminance_60,5,4500,52.660000000000004
BrandA-Model3,timescapes_4k_8s_luminance_100,5,4500,62.86
BrandA-Model3,tos_4k_10s_luminance_120,5,4500,99.24
BrandA-Model3,tos_4k_10s_luminance_80,5,4500,52.32000000000001
BrandB-Model1,gameplay_4k_10s_luminance_60,5,4500,64.06
BrandB-Model1,timescapes_4k_8s_luminance_100,5,4500,78.52000000000001
BrandB-Model1,tos_4k_10s_luminance_120,5,4500,97.22
BrandB-Model1,tos_4k_10s_luminance_80,5,4500,66.17999999999999
BrandA-Model1,gameplay_4k_10s_luminance_60,5,11600,35.2
BrandA-Model1,timescapes_4k_8s_luminance_100,5,11600,39.519999999999996
BrandA-Model1,tos_4k_10s_luminance_120,5,11600,53.67999999999999
BrandA-Model1,tos_4k_10s_luminance_80,5,11600,34.28
BrandA-Model2,gameplay_4k_10s_luminance_60,5,11600,38.2
BrandA-Model2,timescapes_4k_8s_luminance_100,5,11600,42.88
BrandA-Model2,tos_4k_10s_luminance_120,5,11600,56.3
BrandA-Model2,tos_4k_10s_luminance_80,5,11600,38.32
BrandA-Model3,gameplay_4k_10s_luminance_60,5,11600,54.220000000000006
BrandA-Model3,timescapes_4k_8s_luminance_100,5,11600,64.825
BrandA-Model3,tos_4k_10s_luminance_120,5,11600,98.38
BrandA-Model3,tos_4k_10s_luminance_80,5,11600,53.14
BrandB-Model1,gameplay_4k_10s_luminance_60,5,11600,64.66
BrandB-Model1,timescapes_4k_8s_luminance_100,5,11600,78.32000000000001
BrandB-Model1,tos_4k_10s_luminance_120,5,11600,97.9
BrandB-Model1,tos_4k_10s_luminance_80,5,11600,66.3
BrandA-Model1,gameplay_4k_10s_luminance_60,6,600,33.82000000000001
BrandA-Model1,timescapes_4k_8s_luminance_100,6,600,38.5
BrandA-Model1,tos_4k_10s_luminance_120,6,600,51.46
BrandA-Model1,tos_4k_10s_luminance_80,6,600,34.04
BrandA-Model2,gameplay_4k_10s_luminance_60,6,600,37.2
BrandA-Model2,timescapes_4k_8s_luminance_100,6,600,42.64
BrandA-Model2,tos_4k_10s_luminance_120,6,600,55.52
BrandA-Model2,tos_4k_10s_luminance_80,6,600,37.96
BrandA-Model3,gameplay_4k_10s_luminance_60,6,600,51.4
BrandA-Model3,timescapes_4k_8s_luminance_100,6,600,61.48
BrandA-Model3,tos_4k_10s_luminance_120,6,600,99.34
BrandA-Model3,tos_4k_10s_luminance_80,6,600,52.14
BrandB-Model1,gameplay_4k_10s_luminance_60,6,600,63.220000000000006
BrandB-Model1,timescapes_4k_8s_luminance_100,6,600,79.84
BrandB-Model1,tos_4k_10s_luminance_120,6,600,98.0
BrandB-Model1,tos_4k_10s_luminance_80,6,600,65.17999999999999
BrandA-Model1,gameplay_4k_10s_luminance_60,6,2400,34.32000000000001
BrandA-Model1,timescapes_4k_8s_luminance_100,6,2400,38.72
BrandA-Model1,tos_4k_10s_luminance_120,6,2400,51.3
BrandA-Model1,tos_4k_10s_luminance_80,6,2400,34.38
BrandA-Model2,gameplay_4k_10s_luminance_60,6,2400,37.44
BrandA-Model2,timescapes_4k_8s_luminance_100,6,2400,42.68
BrandA-Model2,tos_4k_10s_luminance_120,6,2400,54.32000000000001
BrandA-Model2,tos_4k_10s_luminance_80,6,2400,38.1
BrandA-Model3,gameplay_4k_10s_luminance_60,6,2400,52.54
BrandA-Model3,timescapes_4k_8s_luminance_100,6,2400,60.5
BrandA-Model3,tos_4k_10s_luminance_120,6,2400,97.3
BrandA-Model3,tos_4k_10s_luminance_80,6,2400,51.720000000000006
BrandB-Model1,gameplay_4k_10s_luminance_60,6,2400,63.98
BrandB-Model1,timescapes_4k_8s_luminance_100,6,2400,81.03999999999999
BrandB-Model1,tos_4k_10s_luminance_120,6,2400,96.9
BrandB-Model1,tos_4k_10s_luminance_80,6,2400,65.82000000000001
BrandA-Model1,gameplay_4k_10s_luminance_60,6,4500,35.5
BrandA-Model1,timescapes_4k_8s_luminance_100,6,4500,39.339999999999996
BrandA-Model1,tos_4k_10s_luminance_120,6,4500,51.46
BrandA-Model1,tos_4k_10s_luminance_80,6,4500,34.38
BrandA-Model2,gameplay_4k_10s_luminance_60,6,4500,38.22
BrandA-Model2,timescapes_4k_8s_luminance_100,6,4500,43.14
BrandA-Model2,tos_4k_10s_luminance_120,6,4500,55.36
BrandA-Model2,tos_4k_10s_luminance_80,6,4500,38.36
BrandA-Model3,gameplay_4k_10s_luminance_60,6,4500,52.46
BrandA-Model3,timescapes_4k_8s_luminance_100,6,4500,61.98
BrandA-Model3,tos_4k_10s_luminance_120,6,4500,100.08
BrandA-Model3,tos_4k_10s_luminance_80,6,4500,52.279999999999994
BrandB-Model1,gameplay_4k_10s_luminance_60,6,4500,64.7
BrandB-Model1,timescapes_4k_8s_luminance_100,6,4500,79.38
BrandB-Model1,tos_4k_10s_luminance_120,6,4500,97.14
BrandB-Model1,tos_4k_10s_luminance_80,6,4500,65.5
BrandA-Model1,gameplay_4k_10s_luminance_60,6,11600,34.739999999999995
BrandA-Model1,timescapes_4k_8s_luminance_100,6,11600,39.480000000000004
BrandA-Model1,tos_4k_10s_luminance_120,6,11600,52.2
BrandA-Model1,tos_4k_10s_luminance_80,6,11600,34.68
BrandA-Model2,gameplay_4k_10s_luminance_60,6,11600,38.04
BrandA-Model2,timescapes_4k_8s_luminance_100,6,11600,43.160000000000004
BrandA-Model2,tos_4k_10s_luminance_120,6,11600,56.1
BrandA-Model2,tos_4k_10s_luminance_80,6,11600,38.6
BrandA-Model3,gameplay_4k_10s_luminance_60,6,11600,54.06
BrandA-Model3,timescapes_4k_8s_luminance_100,6,11600,62.739999999999995
BrandA-Model3,tos_4k_10s_luminance_120,6,11600,100.28
BrandA-Model3,tos_4k_10s_luminance_80,6,11600,53.339999999999996
BrandB-Model1,gameplay_4k_10s_luminance_60,6,11600,64.58
BrandB-Model1,timescapes_4k_8s_luminance_100,6,11600,78.22
BrandB-Model1,tos_4k_10s_luminance_120,6,11600,98.72
BrandB-Model1,tos_4k_10s_luminance_80,6,11600,65.84
BrandA-Model1,gameplay_4k_10s_luminance_60,7,600,33.4
BrandA-Model1,timescapes_4k_8s_luminance_100,7,600,37.6
BrandA-Model1,tos_4k_10s_luminance_120,7,600,50.82000000000001
BrandA-Model1,tos_4k_10s_luminance_80,7,600,33.78
BrandA-Model2,gameplay_4k_10s_luminance_60,7,600,36.980000000000004
BrandA-Model2,timescapes_4k_8s_luminance_100,7,600,41.46
BrandA-Model2,tos_4k_10s_luminance_120,7,600,53.760000000000005
BrandA-Model2,tos_4k_10s_luminance_80,7,600,37.58
BrandA-Model3,gameplay_4k_10s_luminance_60,7,600,50.2
BrandA-Model3,timescapes_4k_8s_luminance_100,7,600,60.339999999999996
BrandA-Model3,tos_4k_10s_luminance_120,7,600,98.08
BrandA-Model3,tos_4k_10s_luminance_80,7,600,51.46
BrandB-Model1,gameplay_4k_10s_luminance_60,7,600,63.120000000000005
BrandB-Model1,timescapes_4k_8s_luminance_100,7,600,77.56
BrandB-Model1,tos_4k_10s_luminance_120,7,600,95.14000000000001
BrandB-Model1,tos_4k_10s_luminance_80,7,600,64.06
BrandA-Model1,gameplay_4k_10s_luminance_60,7,2400,34.019999999999996
BrandA-Model1,timescapes_4k_8s_luminance_100,7,2400,37.92
BrandA-Model1,tos_4k_10s_luminance_120,7,2400,50.56
BrandA-Model1,tos_4k_10s_luminance_80,7,2400,33.72
BrandA-Model2,gameplay_4k_10s_luminance_60,7,2400,37.44
BrandA-Model2,timescapes_4k_8s_luminance_100,7,2400,42.36
BrandA-Model2,tos_4k_10s_luminance_120,7,2400,54.58
BrandA-Model2,tos_4k_10s_luminance_80,7,2400,37.96
BrandA-Model3,gameplay_4k_10s_luminance_60,7,2400,51.279999999999994
BrandA-Model3,timescapes_4k_8s_luminance_100,7,2400,59.67999999999999
BrandA-Model3,tos_4k_10s_luminance_120,7,2400,95.64
BrandA-Model3,tos_4k_10s_luminance_80,7,2400,51.56
BrandB-Model1,gameplay_4k_10s_luminance_60,7,2400,63.32000000000001
BrandB-Model1,timescapes_4k_8s_luminance_100,7,2400,78.94
BrandB-Model1,tos_4k_10s_luminance_120,7,2400,96.42
BrandB-Model1,tos_4k_10s_luminance_80,7,2400,64.66
BrandA-Model1,gameplay_4k_10s_luminance_60,7,4500,34.88
BrandA-Model1,timescapes_4k_8s_luminance_100,7,4500,39.260000000000005
BrandA-Model1,tos_4k_10s_luminance_120,7,4500,51.58
BrandA-Model1,tos_4k_10s_luminance_80,7,4500,34.0
BrandA-Model2,gameplay_4k_10s_luminance_60,7,4500,38.5
BrandA-Model2,timescapes_4k_8s_luminance_100,7,4500,42.56
BrandA-Model2,tos_4k_10s_luminance_120,7,4500,54.42
BrandA-Model2,tos_4k_10s_luminance_80,7,4500,37.660000000000004
BrandA-Model3,gameplay_4k_10s_luminance_60,7,4500,52.260000000000005
BrandA-Model3,timescapes_4k_8s_luminance_100,7,4500,59.239999999999995
BrandA-Model3,tos_4k_10s_luminance_120,7,4500,96.94
BrandA-Model3,tos_4k_10s_luminance_80,7,4500,51.9
BrandB-Model1,gameplay_4k_10s_luminance_60,7,4500,63.660000000000004
BrandB-Model1,timescapes_4k_8s_luminance_100,7,4500,77.92
BrandB-Model1,tos_4k_10s_luminance_120,7,4500,94.3
BrandB-Model1,tos_4k_10s_luminance_80,7,4500,64.92
BrandA-Model1,gameplay_4k_10s_luminance_60,7,11600,34.839999999999996
BrandA-Model1,timescapes_4k_8s_luminance_100,7,11600,39.36
BrandA-Model1,tos_4k_10s_luminance_120,7,11600,52.36
BrandA-Model1,tos_4k_10s_luminance_80,7,11600,34.239999999999995
BrandA-Model2,gameplay_4k_10s_luminance_60,7,11600,37.620000000000005
BrandA-Model2,timescapes_4k_8s_luminance_100,7,11600,41.8
BrandA-Model2,tos_4k_10s_luminance_120,7,11600,54.739999999999995
BrandA-Model2,tos_4k_10s_luminance_80,7,11600,38.0
BrandA-Model3,gameplay_4k_10s_luminance_60,7,11600,53.56
BrandA-Model3,timescapes_4k_8s_luminance_100,7,11600,61.14
BrandA-Model3,tos_4k_10s_luminance_120,7,11600,97.36
BrandA-Model3,tos_4k_10s_luminance_80,7,11600,52.06
BrandB-Model1,gameplay_4k_10s_luminance_60,7,11600,63.9
BrandB-Model1,timescapes_4k_8s_luminance_100,7,11600,78.76
BrandB-Model1,tos_4k_10s_luminance_120,7,11600,96.1
BrandB-Model1,tos_4k_10s_luminance_80,7,11600,64.94
BrandA-Model1,gameplay_4k_10s_luminance_60,8,600,33.54
BrandA-Model1,timescapes_4k_8s_luminance_100,8,600,37.28
BrandA-Model1,tos_4k_10s_luminance_120,8,600,51.220000000000006
BrandA-Model1,tos_4k_10s_luminance_80,8,600,33.82
BrandA-Model2,gameplay_4k_10s_luminance_60,8,600,36.9
BrandA-Model2,timescapes_4k_8s_luminance_100,8,600,41.58
BrandA-Model2,tos_4k_10s_luminance_120,8,600,54.28000000000001
BrandA-Model2,tos_4k_10s_luminance_80,8,600,37.660000000000004
BrandA-Model3,gameplay_4k_10s_luminance_60,8,600,50.62
BrandA-Model3,timescapes_4k_8s_luminance_100,8,600,59.6
BrandA-Model3,tos_4k_10s_luminance_120,8,600,96.42
BrandA-Model3,tos_4k_10s_luminance_80,8,600,51.3
BrandB-Model1,gameplay_4k_10s_luminance_60,8,600,63.239999999999995
BrandB-Model1,timescapes_4k_8s_luminance_100,8,600,77.3
BrandB-Model1,tos_4k_10s_luminance_120,8,600,93.92
BrandB-Model1,tos_4k_10s_luminance_80,8,600,64.8
BrandA-Model1,gameplay_4k_10s_luminance_60,8,2400,33.980000000000004
BrandA-Model1,timescapes_4k_8s_luminance_100,8,2400,38.1
BrandA-Model1,tos_4k_10s_luminance_120,8,2400,50.9
BrandA-Model1,tos_4k_10s_luminance_80,8,2400,33.86
BrandA-Model2,gameplay_4k_10s_luminance_60,8,2400,37.339999999999996
BrandA-Model2,timescapes_4k_8s_luminance_100,8,2400,41.6
BrandA-Model2,tos_4k_10s_luminance_120,8,2400,55.339999999999996
BrandA-Model2,tos_4k_10s_luminance_80,8,2400,37.7
BrandA-Model3,gameplay_4k_10s_luminance_60,8,2400,51.4
BrandA-Model3,timescapes_4k_8s_luminance_100,8,2400,60.42
BrandA-Model3,tos_4k_10s_luminance_120,8,2400,96.46000000000001
BrandA-Model3,tos_4k_10s_luminance_80,8,2400,51.18
BrandB-Model1,gameplay_4k_10s_luminance_60,8,2400,63.720000000000006
BrandB-Model1,timescapes_4k_8s_luminance_100,8,2400,77.28
BrandB-Model1,tos_4k_10s_luminance_120,8,2400,96.44
BrandB-Model1,tos_4k_10s_luminance_80,8,2400,64.56
BrandA-Model1,gameplay_4k_10s_luminance_60,8,4500,34.480000000000004
BrandA-Model1,timescapes_4k_8s_luminance_100,8,4500,38.86
BrandA-Model1,tos_4k_10s_luminance_120,8,4500,50.62
BrandA-Model1,tos_4k_10s_luminance_80,8,4500,33.78
BrandA-Model2,gameplay_4k_10s_luminance_60,8,4500,38.1
BrandA-Model2,timescapes_4k_8s_luminance_100,8,4500,42.22
BrandA-Model2,tos_4k_10s_luminance_120,8,4500,55.17999999999999
BrandA-Model2,tos_4k_10s_luminance_80,8,4500,37.9
BrandA-Model3,gameplay_4k_10s_luminance_60,8,4500,52.52
BrandA-Model3,timescapes_4k_8s_luminance_100,8,4500,61.220000000000006
BrandA-Model3,tos_4k_10s_luminance_120,8,4500,98.72
BrandA-Model3,tos_4k_10s_luminance_80,8,4500,51.739999999999995
BrandB-Model1,gameplay_4k_10s_luminance_60,8,4500,63.04
BrandB-Model1,timescapes_4k_8s_luminance_100,8,4500,79.28
BrandB-Model1,tos_4k_10s_luminance_120,8,4500,95.58
BrandB-Model1,tos_4k_10s_luminance_80,8,4500,64.42
BrandA-Model1,gameplay_4k_10s_luminance_60,8,11600,34.56
BrandA-Model1,timescapes_4k_8s_luminance_100,8,11600,38.62
BrandA-Model1,tos_4k_10s_luminance_120,8,11600,52.56
BrandA-Model1,tos_4k_10s_luminance_80,8,11600,34.22
BrandA-Model2,gameplay_4k_10s_luminance_60,8,11600,37.88
BrandA-Model2,timescapes_4k_8s_luminance_100,8,11600,42.3
BrandA-Model2,tos_4k_10s_luminance_120,8,11600,56.220000000000006
BrandA-Model2,tos_4k_10s_luminance_80,8,11600,37.760000000000005
BrandA-Model3,gameplay_4k_10s_luminance_60,8,11600,52.980000000000004
BrandA-Model3,timescapes_4k_8s_luminance_100,8,11600,62.260000000000005
BrandA-Model3,tos_4k_10s_luminance_120,8,11600,96.62
BrandA-Model3,tos_4k_10s_luminance_80,8,11600,52.120000000000005
BrandB-Model1,gameplay_4k_10s_luminance_60,8,11600,63.4
BrandB-Model1,timescapes_4k_8s_luminance_100,8,11600,77.84
BrandB-Model1,tos_4k_10s_luminance_120,8,11600,95.84
BrandB-Model1,tos_4k_10s_luminance_80,8,11600,64.08000000000001
BrandA-Model1,gameplay_4k_10s_luminance_60,9,600,33.22
BrandA-Model1,timescapes_4k_8s_luminance_100,9,600,37.3
BrandA-Model1,tos_4k_10s_luminance_120,9,600,49.019999999999996
BrandA-Model1,tos_4k_10s_luminance_80,9,600,33.339999999999996
BrandA-Model2,gameplay_4k_10s_luminance_60,9,600,36.480000000000004
BrandA-Model2,timescapes_4k_8s_luminance_100,9,600,40.925
BrandA-Model2,tos_4k_10s_luminance_120,9,600,53.52
BrandA-Model2,tos_4k_10s_luminance_80,9,600,37.06
BrandA-Model3,gameplay_4k_10s_luminance_60,9,600,49.32000000000001
BrandA-Model3,timescapes_4k_8s_luminance_100,9,600,56.64
BrandA-Model3,tos_4k_10s_luminance_120,9,600,92.03999999999999
BrandA-Model3,tos_4k_10s_luminance_80,9,600,49.72
BrandB-Model1,gameplay_4k_10s_luminance_60,9,600,62.339999999999996
BrandB-Model1,timescapes_4k_8s_luminance_100,9,600,74.72
BrandB-Model1,tos_4k_10s_luminance_120,9,600,91.32000000000001
BrandB-Model1,tos_4k_10s_luminance_80,9,600,62.94
BrandA-Model1,gameplay_4k_10s_luminance_60,9,2400,33.519999999999996
BrandA-Model1,timescapes_4k_8s_luminance_100,9,2400,37.160000000000004
BrandA-Model1,tos_4k_10s_luminance_120,9,2400,49.14
BrandA-Model1,tos_4k_10s_luminance_80,9,2400,33.279999999999994
BrandA-Model2,gameplay_4k_10s_luminance_60,9,2400,37.1
BrandA-Model2,timescapes_4k_8s_luminance_100,9,2400,41.260000000000005
BrandA-Model2,tos_4k_10s_luminance_120,9,2400,53.160000000000004
BrandA-Model2,tos_4k_10s_luminance_80,9,2400,36.9
BrandA-Model3,gameplay_4k_10s_luminance_60,9,2400,50.42
BrandA-Model3,timescapes_4k_8s_luminance_100,9,2400,58.96
BrandA-Model3,tos_4k_10s_luminance_120,9,2400,94.46000000000001
BrandA-Model3,tos_4k_10s_luminance_80,9,2400,50.58
BrandB-Model1,gameplay_4k_10s_luminance_60,9,2400,62.279999999999994
BrandB-Model1,timescapes_4k_8s_luminance_100,9,2400,76.75999999999999
BrandB-Model1,tos_4k_10s_luminance_120,9,2400,94.8
BrandB-Model1,tos_4k_10s_luminance_80,9,2400,63.120000000000005
BrandA-Model1,gameplay_4k_10s_luminance_60,9,4500,34.56
BrandA-Model1,timescapes_4k_8s_luminance_100,9,4500,38.22
BrandA-Model1,tos_4k_10s_luminance_120,9,4500,50.4
BrandA-Model1,tos_4k_10s_luminance_80,9,4500,33.8
BrandA-Model2,gameplay_4k_10s_luminance_60,9,4500,37.7
BrandA-Model2,timescapes_4k_8s_luminance_100,9,4500,41.739999999999995
BrandA-Model2,tos_4k_10s_luminance_120,9,4500,54.339999999999996
BrandA-Model2,tos_4k_10s_luminance_80,9,4500,37.3
BrandA-Model3,gameplay_4k_10s_luminance_60,9,4500,51.64
BrandA-Model3,timescapes_4k_8s_luminance_100,9,4500,57.67999999999999
BrandA-Model3,tos_4k_10s_luminance_120,9,4500,93.36
BrandA-Model3,tos_4k_10s_luminance_80,9,4500,50.88
BrandB-Model1,gameplay_4k_10s_luminance_60,9,4500,62.980000000000004
BrandB-Model1,timescapes_4k_8s_luminance_100,9,4500,76.24
BrandB-Model1,tos_4k_10s_luminance_120,9,4500,91.64
BrandB-Model1,tos_4k_10s_luminance_80,9,4500,63.36
BrandA-Model1,gameplay_4k_10s_luminance_60,9,11600,34.18
BrandA-Model1,timescapes_4k_8s_luminance_100,9,11600,38.18
BrandA-Model1,tos_4k_10s_luminance_120,9,11600,51.04
BrandA-Model1,tos_4k_10s_luminance_80,9,11600,33.9
BrandA-Model2,gameplay_4k_10s_luminance_60,9,11600,37.7
BrandA-Model2,timescapes_4k_8s_luminance_100,9,11600,41.28
BrandA-Model2,tos_4k_10s_luminance_120,9,11600,53.3
BrandA-Model2,tos_4k_10s_luminance_80,9,11600,37.480000000000004
BrandA-Model3,gameplay_4k_10s_luminance_60,9,11600,52.4
BrandA-Model3,timescapes_4k_8s_luminance_100,9,11600,61.02
BrandA-Model3,tos_4k_10s_luminance_120,9,11600,92.6
BrandA-Model3,tos_4k_10s_luminance_80,9,11600,51.339999999999996
BrandB-Model1,gameplay_4k_10s_luminance_60,9,11600,63.7
BrandB-Model1,timescapes_4k_8s_luminance_100,9,11600,75.38
BrandB-Model1,tos_4k_10s_luminance_120,9,11600,94.38
BrandB-Model1,tos_4k_10s_luminance_80,9,11600,63.48
BrandA-Model1,gameplay_4k_10s_luminance_60,10,600,33.42
BrandA-Model1,timescapes_4k_8s_luminance_100,10,600,36.28
BrandA-Model1,tos_4k_10s_luminance_120,10,600,49.28
BrandA-Model1,tos_4k_10s_luminance_80,10,600,33.260000000000005
BrandA-Model2,gameplay_4k_10s_luminance_60,10,600,36.9
BrandA-Model2,timescapes_4k_8s_luminance_100,10,600,40.46
BrandA-Model2,tos_4k_10s_luminance_120,10,600,52.04
BrandA-Model2,tos_4k_10s_luminance_80,10,600,36.760000000000005
BrandA-Model3,gameplay_4k_10s_luminance_60,10,600,49.92
BrandA-Model3,timescapes_4k_8s_luminance_100,10,600,57.0
BrandA-Model3,tos_4k_10s_luminance_120,10,600,90.17999999999999
BrandA-Model3,tos_4k_10s_luminance_80,10,600,49.68
BrandB-Model1,gameplay_4k_10s_luminance_60,10,600,62.06
BrandB-Model1,timescapes_4k_8s_luminance_100,10,600,74.88
BrandB-Model1,tos_4k_10s_luminance_120,10,600,92.35999999999999
BrandB-Model1,tos_4k_10s_luminance_80,10,600,62.760000000000005
BrandA-Model1,gameplay_4k_10s_luminance_60,10,2400,33.7
BrandA-Model1,timescapes_4k_8s_luminance_100,10,2400,37.48
BrandA-Model1,tos_4k_10s_luminance_120,10,2400,49.9
BrandA-Model1,tos_4k_10s_luminance_80,10,2400,33.46
BrandA-Model2,gameplay_4k_10s_luminance_60,10,2400,37.3
BrandA-Model2,timescapes_4k_8s_luminance_100,10,2400,40.56
BrandA-Model2,tos_4k_10s_luminance_120,10,2400,51.879999999999995
BrandA-Model2,tos_4k_10s_luminance_80,10,2400,36.7
BrandA-Model3,gameplay_4k_10s_luminance_60,10,2400,50.839999999999996
BrandA-Model3,timescapes_4k_8s_luminance_100,10,2400,57.0
BrandA-Model3,tos_4k_10s_luminance_120,10,2400,89.94
BrandA-Model3,tos_4k_10s_luminance_80,10,2400,49.96
BrandB-Model1,gameplay_4k_10s_luminance_60,10,2400,62.64
BrandB-Model1,timescapes_4k_8s_luminance_100,10,2400,74.94
BrandB-Model1,tos_4k_10s_luminance_120,10,2400,93.26
BrandB-Model1,tos_4k_10s_luminance_80,10,2400,63.279999999999994
BrandA-Model1,gameplay_4k_10s_luminance_60,10,4500,34.44
BrandA-Model1,timescapes_4k_8s_luminance_100,10,4500,37.88
BrandA-Model1,tos_4k_10s_luminance_120,10,4500,48.739999999999995
BrandA-Model1,tos_4k_10s_luminance_80,10,4500,33.58
BrandA-Model2,gameplay_4k_10s_luminance_60,10,4500,38.54
BrandA-Model2,timescapes_4k_8s_luminance_100,10,4500,41.7
BrandA-Model2,tos_4k_10s_luminance_120,10,4500,51.56
BrandA-Model2,tos_4k_10s_luminance_80,10,4500,37.28
BrandA-Model3,gameplay_4k_10s_luminance_60,10,4500,51.44
BrandA-Model3,timescapes_4k_8s_luminance_100,10,4500,58.5
BrandA-Model3,tos_4k_10s_luminance_120,10,4500,90.5
BrandA-Model3,tos_4k_10s_luminance_80,10,4500,50.06
BrandB-Model1,gameplay_4k_10s_luminance_60,10,4500,62.720000000000006
BrandB-Model1,timescapes_4k_8s_luminance_100,10,4500,76.76
BrandB-Model1,tos_4k_10s_luminance_120,10,4500,92.2
BrandB-Model1,tos_4k_10s_luminance_80,10,4500,62.9
BrandA-Model1,gameplay_4k_10s_luminance_60,10,11600,34.14
BrandA-Model1,timescapes_4k_8s_luminance_100,10,11600,37.96
BrandA-Model1,tos_4k_10s_luminance_120,10,11600,49.7
BrandA-Model1,tos_4k_10s_luminance_80,10,11600,33.56
BrandA-Model2,gameplay_4k_10s_luminance_60,10,11600,37.9
BrandA-Model2,timescapes_4k_8s_luminance_100,10,11600,41.04
BrandA-Model2,tos_4k_10s_luminance_120,10,11600,53.1
BrandA-Model2,tos_4k_10s_luminance_80,10,11600,37.04
BrandA-Model3,gameplay_4k_10s_luminance_60,10,11600,52.660000000000004
BrandA-Model3,timescapes_4k_8s_luminance_100,10,11600,59.339999999999996
BrandA-Model3,tos_4k_10s_luminance_120,10,11600,92.47999999999999
BrandA-Model3,tos_4k_10s_luminance_80,10,11600,50.5
BrandB-Model1,gameplay_4k_10s_luminance_60,10,11600,62.5
BrandB-Model1,timescapes_4k_8s_luminance_100,10,11600,74.03999999999999
BrandB-Model1,tos_4k_10s_luminance_120,10,11600,91.9
BrandB-Model1,tos_4k_10s_luminance_80,10,11600,63.04
